#Data tag : 24v2 , Norm tag: composite
+--------------+-------------------+------+------+----------------+---------------+
| run:fill     | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 384029:9971  | 08/03/24 12:39:06 | 445  | 445  | 0.202383978    | 0.189042319   |
| 384052:9973  | 08/04/24 01:26:33 | 2135 | 2135 | 0.901163995    | 0.845590127   |
| 384069:9974  | 08/04/24 17:15:47 | 1220 | 1220 | 0.572808926    | 0.518645201   |
| 384070:9974  | 08/05/24 01:14:33 | 678  | 678  | 0.255302635    | 0.242026988   |
| 384124:9978  | 08/05/24 19:07:55 | 69   | 69   | 0.023172656    | 0.020519890   |
| 384126:9978  | 08/05/24 19:39:34 | 20   | 20   | 0.009511306    | 0.006263372   |
| 384127:9978  | 08/05/24 19:50:44 | 15   | 15   | 0.007150475    | 0.006268096   |
| 384128:9978  | 08/05/24 20:00:38 | 1613 | 1613 | 0.731029288    | 0.686276225   |
| 384187:9982  | 08/06/24 20:53:18 | 384  | 384  | 0.166854466    | 0.153824978   |
| 384188:9982  | 08/06/24 23:24:44 | 255  | 255  | 0.121875955    | 0.113732315   |
| 384202:9983  | 08/07/24 12:18:48 | 1760 | 1760 | 0.787523203    | 0.741486372   |
| 384203:9983  | 08/07/24 23:45:17 | 8    | 8    | 0.002710584    | 0.002268139   |
| 384204:9983  | 08/07/24 23:51:26 | 215  | 215  | 0.067591639    | 0.063812445   |
| 384209:9984  | 08/08/24 07:07:55 | 783  | 783  | 0.365498520    | 0.339664965   |
| 384238:9986  | 08/08/24 17:13:57 | 493  | 493  | 0.226444035    | 0.210850474   |
| 384239:9986  | 08/08/24 20:45:15 | 1321 | 1321 | 0.571442860    | 0.540370012   |
| 384244:9986  | 08/09/24 06:26:50 | 146  | 146  | 0.042281391    | 0.040966299   |
| 384264:9987  | 08/09/24 11:29:13 | 969  | 969  | 0.454533397    | 0.421873443   |
| 384265:9987  | 08/09/24 17:49:26 | 408  | 408  | 0.190215696    | 0.178149186   |
| 384290:9989  | 08/10/24 20:15:12 | 111  | 111  | 0.053345316    | 0.046177553   |
| 384291:9989  | 08/10/24 21:33:54 | 1630 | 1630 | 0.725706866    | 0.685046754   |
| 384318:9992  | 08/11/24 12:35:40 | 33   | 33   | 0.006984793    | 0.006622784   |
| 384322:9994  | 08/11/24 18:20:51 | 697  | 697  | 0.325807966    | 0.301327548   |
| 384323:9994  | 08/11/24 22:57:34 | 432  | 432  | 0.207354128    | 0.193650128   |
| 384331:9995  | 08/12/24 03:58:07 | 590  | 590  | 0.274275162    | 0.253164746   |
| 384332:9995  | 08/12/24 07:49:44 | 529  | 529  | 0.253672387    | 0.235690236   |
| 384377:9996  | 08/12/24 18:27:38 | 394  | 394  | 0.179691292    | 0.165511468   |
| 384378:9996  | 08/12/24 21:06:29 | 168  | 168  | 0.080458664    | 0.073248606   |
| 384380:9996  | 08/12/24 22:50:43 | 27   | 27   | 0.012988272    | 0.011829210   |
| 384382:9996  | 08/12/24 23:17:40 | 159  | 159  | 0.076215058    | 0.070792253   |
| 384383:9996  | 08/13/24 01:10:37 | 1000 | 1000 | 0.399324084    | 0.376956581   |
| 384406:10000 | 08/13/24 14:20:29 | 599  | 599  | 0.276497200    | 0.258524487   |
| 384413:10001 | 08/13/24 20:26:14 | 1950 | 1950 | 0.849337715    | 0.797356292   |
| 384446:10002 | 08/14/24 12:08:34 | 244  | 244  | 0.114706961    | 0.106710292   |
| 384464:10004 | 08/14/24 18:47:13 | 248  | 248  | 0.108265861    | 0.101216935   |
| 384468:10005 | 08/14/24 23:38:21 | 1912 | 1912 | 0.836546350    | 0.776870246   |
| 384485:10006 | 08/15/24 14:45:03 | 96   | 94   | 0.031427609    | 0.029236356   |
| 384486:10006 | 08/15/24 15:25:50 | 34   | 34   | 0.016327331    | 0.014646571   |
| 384487:10006 | 08/15/24 15:42:19 | 30   | 30   | 0.014442696    | 0.013046866   |
| 384489:10006 | 08/15/24 16:02:32 | 29   | 29   | 0.013935333    | 0.012342324   |
| 384490:10006 | 08/15/24 16:17:13 | 32   | 31   | 0.015365298    | 0.013387617   |
| 384491:10006 | 08/15/24 16:32:41 | 31   | 31   | 0.014866544    | 0.013589349   |
| 384492:10006 | 08/15/24 16:48:32 | 1611 | 1611 | 0.711942497    | 0.667276177   |
| 384565:10010 | 08/16/24 21:29:08 | 1711 | 1711 | 0.775924030    | 0.717392978   |
| 384579:10012 | 08/17/24 11:16:57 | 538  | 538  | 0.248140656    | 0.230238115   |
| 384591:10013 | 08/17/24 17:20:39 | 157  | 157  | 0.061300264    | 0.055988867   |
| 384593:10013 | 08/17/24 18:32:49 | 137  | 137  | 0.065744592    | 0.060779600   |
| 384610:10014 | 08/17/24 22:43:48 | 405  | 405  | 0.150894823    | 0.143494224   |
| 384614:10016 | 08/18/24 05:44:59 | 1255 | 1255 | 0.593551857    | 0.551338732   |
| 384638:10017 | 08/18/24 17:19:49 | 532  | 532  | 0.247622432    | 0.219274386   |
| 384644:10017 | 08/18/24 21:25:07 | 1046 | 1046 | 0.473048066    | 0.430965919   |
| 384933:10049 | 08/23/24 19:17:08 | 623  | 623  | 0.284993158    | 0.266742907   |
| 384934:10049 | 08/23/24 23:22:15 | 4    | 4    | 0.001836372    | 0.001651504   |
| 384935:10049 | 08/23/24 23:30:44 | 1327 | 1327 | 0.538633929    | 0.515757675   |
| 384950:10050 | 08/24/24 09:59:15 | 176  | 176  | 0.075895015    | 0.068625890   |
| 384951:10050 | 08/24/24 11:11:49 | 961  | 961  | 0.459250885    | 0.431675426   |
| 384963:10052 | 08/24/24 21:20:42 | 2106 | 2106 | 0.922178972    | 0.872549126   |
| 384981:10056 | 08/25/24 14:30:56 | 2101 | 2101 | 0.919569676    | 0.870058588   |
| 385012:10059 | 08/26/24 14:29:58 | 275  | 275  | 0.120575399    | 0.112342700   |
| 385016:10061 | 08/26/24 19:27:38 | 773  | 773  | 0.359600720    | 0.336033048   |
| 385094:10066 | 08/28/24 20:30:28 | 951  | 951  | 0.444747263    | 0.418056166   |
| 385100:10068 | 08/29/24 06:12:48 | 17   | 17   | 0.003050077    | 0.002848362   |
| 385127:10069 | 08/29/24 11:21:07 | 2039 | 2039 | 0.879724147    | 0.833262404   |
| 385134:10070 | 08/30/24 02:46:58 | 304  | 304  | 0.135448504    | 0.127437928   |
| 385142:10072 | 08/30/24 07:48:37 | 1936 | 1936 | 0.839173084    | 0.792393814   |
| 385152:10073 | 08/31/24 00:23:41 | 1160 | 1160 | 0.540505039    | 0.503703688   |
| 385153:10073 | 08/31/24 07:59:36 | 852  | 852  | 0.328677621    | 0.313192856   |
| 385168:10074 | 08/31/24 17:44:44 | 2056 | 2056 | 0.894170940    | 0.845371702   |
| 385178:10075 | 09/01/24 09:25:43 | 504  | 504  | 0.227398859    | 0.212389319   |
| 385194:10077 | 09/01/24 18:18:28 | 1401 | 1401 | 0.652487627    | 0.608578131   |
| 385260:10082 | 09/03/24 09:38:15 | 543  | 543  | 0.247402422    | 0.230597505   |
| 385281:10084 | 09/03/24 18:30:31 | 1385 | 1385 | 0.640180460    | 0.601796090   |
| 385284:10084 | 09/04/24 04:04:19 | 133  | 133  | 0.052614812    | 0.050190499   |
| 385285:10084 | 09/04/24 05:07:39 | 289  | 289  | 0.100201691    | 0.093762866   |
| 385286:10084 | 09/04/24 07:10:58 | 1447 | 1447 | 0.348339786    | 0.338736919   |
| 385311:10086 | 09/04/24 20:10:28 | 106  | 106  | 0.038530068    | 0.032521008   |
| 385312:10086 | 09/04/24 20:55:00 | 430  | 430  | 0.204155565    | 0.191114380   |
| 385324:10087 | 09/05/24 04:16:47 | 1836 | 1836 | 0.797446371    | 0.750908659   |
| 385354:10090 | 09/05/24 23:32:09 | 802  | 802  | 0.369461529    | 0.345189054   |
| 385355:10090 | 09/06/24 04:45:28 | 946  | 946  | 0.410006850    | 0.386187939   |
| 385383:10091 | 09/06/24 14:25:32 | 360  | 360  | 0.161382975    | 0.150930865   |
| 385386:10091 | 09/06/24 17:28:58 | 10   | 10   | 0.004718996    | 0.004231902   |
| 385387:10091 | 09/06/24 17:43:46 | 363  | 363  | 0.171903072    | 0.160964181   |
| 385390:10092 | 09/06/24 22:13:08 | 1646 | 1646 | 0.751844890    | 0.705939221   |
| 385391:10092 | 09/07/24 08:58:33 | 542  | 542  | 0.179788048    | 0.172679832   |
| 385408:10093 | 09/07/24 16:43:27 | 409  | 409  | 0.184384832    | 0.173942314   |
| 385415:10094 | 09/07/24 21:29:08 | 504  | 504  | 0.229562342    | 0.216257439   |
| 385422:10095 | 09/08/24 04:08:23 | 1114 | 1114 | 0.518778404    | 0.481690154   |
| 385423:10095 | 09/08/24 11:26:06 | 396  | 396  | 0.179993158    | 0.166650633   |
| 385424:10095 | 09/08/24 14:01:18 | 636  | 636  | 0.220603757    | 0.209247621   |
| 385437:10096 | 09/08/24 20:29:56 | 779  | 779  | 0.361706835    | 0.336510691   |
| 385443:10097 | 09/09/24 03:51:29 | 1555 | 1555 | 0.717398745    | 0.673621105   |
| 385444:10097 | 09/09/24 14:11:45 | 154  | 154  | 0.057430994    | 0.054613111   |
| 385447:10097 | 09/09/24 15:16:47 | 172  | 172  | 0.059261301    | 0.057052711   |
| 385474:10098 | 09/09/24 19:24:24 | 719  | 719  | 0.331120729    | 0.310624417   |
| 385478:10099 | 09/10/24 02:09:42 | 646  | 646  | 0.297837998    | 0.269868529   |
| 385480:10099 | 09/10/24 06:27:18 | 6    | 6    | 0.002836581    | 0.000155764   |
| 385481:10099 | 09/10/24 06:33:02 | 104  | 104  | 0.049348131    | 0.044809873   |
| 385483:10099 | 09/10/24 07:19:45 | 22   | 22   | 0.010461188    | 0.009140733   |
| 385484:10099 | 09/10/24 07:31:07 | 19   | 19   | 0.008977823    | 0.007866548   |
| 385511:10100 | 09/10/24 12:07:41 | 104  | 104  | 0.039762576    | 0.036969197   |
| 385512:10100 | 09/10/24 12:50:54 | 23   | 23   | 0.010949519    | 0.009275984   |
| 385513:10100 | 09/10/24 13:03:21 | 20   | 20   | 0.009509579    | 0.008222685   |
| 385514:10100 | 09/10/24 13:14:48 | 26   | 26   | 0.012450336    | 0.010379864   |
| 385515:10100 | 09/10/24 13:30:08 | 1639 | 1639 | 0.737323957    | 0.686160188   |
| 385567:10104 | 09/11/24 12:50:43 | 294  | 294  | 0.111492272    | 0.104008653   |
| 385568:10104 | 09/11/24 14:48:38 | 256  | 256  | 0.120900113    | 0.113269666   |
| 385589:10105 | 09/11/24 22:31:01 | 210  | 210  | 0.090744737    | 0.085126448   |
| 385591:10105 | 09/11/24 23:58:17 | 19   | 18   | 0.008996086    | 0.004872600   |
| 385592:10105 | 09/12/24 00:06:54 | 22   | 22   | 0.010453497    | 0.005470551   |
| 385604:10105 | 09/12/24 01:44:45 | 1092 | 1092 | 0.505576377    | 0.475938313   |
| 385606:10105 | 09/12/24 08:53:24 | 643  | 643  | 0.215708816    | 0.207288349   |
| 385618:10107 | 09/12/24 15:36:37 | 159  | 157  | 0.068012724    | 0.061469440   |
| 385619:10107 | 09/12/24 16:43:37 | 98   | 98   | 0.046764466    | 0.042467247   |
| 385620:10107 | 09/12/24 17:24:53 | 1782 | 1782 | 0.778387225    | 0.735934863   |
| 385697:10109 | 09/13/24 16:26:05 | 31   | 31   | 0.006412021    | 0.005964423   |
| 385712:10112 | 09/13/24 22:09:19 | 478  | 478  | 0.216468498    | 0.203099680   |
| 385713:10112 | 09/14/24 01:23:03 | 612  | 612  | 0.291419666    | 0.273525001   |
| 385727:10115 | 09/14/24 07:48:40 | 512  | 512  | 0.238560608    | 0.223799180   |
| 385728:10115 | 09/14/24 11:19:03 | 1108 | 1108 | 0.523423653    | 0.488766221   |
| 385738:10116 | 09/14/24 22:12:14 | 1701 | 1701 | 0.801344495    | 0.746613517   |
| 385739:10116 | 09/15/24 09:18:38 | 427  | 427  | 0.143844414    | 0.138548394   |
| 385754:10117 | 09/15/24 14:03:08 | 102  | 102  | 0.038273634    | 0.035467264   |
| 385764:10118 | 09/15/24 16:42:49 | 2211 | 2210 | 0.960048128    | 0.900304611   |
| 385799:10119 | 09/16/24 09:38:00 | 14   | 14   | 0.001972507    | 0.001760196   |
| 385801:10119 | 09/16/24 09:48:04 | 102  | 102  | 0.046232519    | 0.043161386   |
| 385836:10122 | 09/16/24 18:09:49 | 133  | 133  | 0.055660024    | 0.052383998   |
| 385842:10122 | 09/16/24 20:25:56 | 1958 | 1957 | 0.831488154    | 0.782564425   |
| 385863:10123 | 09/17/24 11:30:08 | 18   | 18   | 0.003456411    | 0.003219897   |
| 385882:10125 | 09/17/24 16:05:07 | 103  | 103  | 0.040594368    | 0.038243614   |
| 385887:10125 | 09/17/24 17:28:59 | 2    | 2    | 0.000955027    | 0.000667879   |
| 385888:10125 | 09/17/24 17:32:38 | 168  | 168  | 0.080074787    | 0.075272804   |
| 385889:10125 | 09/17/24 19:03:22 | 1637 | 1637 | 0.710305704    | 0.668193661   |
| 385908:10126 | 09/18/24 07:53:51 | 857  | 857  | 0.402473833    | 0.375516250   |
| 385915:10126 | 09/18/24 13:31:00 | 626  | 626  | 0.293955537    | 0.273099760   |
| 385933:10127 | 09/18/24 20:18:21 | 171  | 171  | 0.073162674    | 0.066783295   |
| 385934:10127 | 09/18/24 21:29:03 | 1229 | 1229 | 0.578066876    | 0.538892541   |
| 385986:10130 | 09/19/24 22:32:34 | 1995 | 1995 | 0.889886757    | 0.830121604   |
| 386006:10132 | 09/20/24 16:00:56 | 17   | 17   | 0.006361594    | 0.005580466   |
| 386008:10132 | 09/20/24 16:13:06 | 49   | 49   | 0.023291573    | 0.018917555   |
| 386010:10132 | 09/20/24 16:39:00 | 902  | 902  | 0.431322724    | 0.403793498   |
| 386025:10134 | 09/21/24 03:26:38 | 1858 | 1858 | 0.847290495    | 0.793725839   |
| 386279:10139 | 09/25/24 19:45:30 | 213  | 213  | 0.091733484    | 0.086693840   |
| 386285:10141 | 09/26/24 05:07:10 | 206  | 206  | 0.089912268    | 0.078848649   |
| 386308:10142 | 09/26/24 10:25:39 | 144  | 144  | 0.061358756    | 0.057679193   |
| 386313:10143 | 09/26/24 13:48:04 | 85   | 85   | 0.032742422    | 0.031082984   |
| 386319:10144 | 09/26/24 16:26:23 | 702  | 702  | 0.325686327    | 0.308386105   |
| 386478:10189 | 10/02/24 05:25:34 | 405  | 405  | 0.180148306    | 0.171769237   |
| 386505:10190 | 10/02/24 16:45:21 | 285  | 285  | 0.124342185    | 0.115023355   |
| 386509:10190 | 10/02/24 18:48:15 | 1032 | 1032 | 0.479767443    | 0.451735228   |
| 386553:10197 | 10/03/24 15:18:13 | 857  | 857  | 0.411488525    | 0.384144501   |
| 386554:10197 | 10/03/24 20:54:36 | 1005 | 1005 | 0.438371658    | 0.417345019   |
| 386592:10199 | 10/04/24 12:52:01 | 414  | 414  | 0.193814017    | 0.180900441   |
| 386593:10199 | 10/04/24 15:46:38 | 652  | 652  | 0.323127451    | 0.303217062   |
| 386594:10199 | 10/04/24 20:20:35 | 871  | 871  | 0.358938773    | 0.339838620   |
| 386604:10200 | 10/05/24 08:06:58 | 2002 | 2002 | 0.910221886    | 0.850507994   |
| 386605:10200 | 10/05/24 21:08:51 | 155  | 155  | 0.046766712    | 0.045216265   |
| 386614:10201 | 10/06/24 00:32:57 | 754  | 754  | 0.360982296    | 0.333242140   |
| 386615:10201 | 10/06/24 05:27:39 | 37   | 37   | 0.018083978    | 0.016040910   |
| 386616:10201 | 10/06/24 05:44:36 | 127  | 127  | 0.062263886    | 0.057411645   |
| 386617:10201 | 10/06/24 06:35:53 | 70   | 70   | 0.034313869    | 0.031817175   |
| 386618:10201 | 10/06/24 07:04:34 | 952  | 952  | 0.397652967    | 0.378149434   |
| 386629:10202 | 10/06/24 15:27:34 | 65   | 65   | 0.020694721    | 0.018909046   |
| 386630:10202 | 10/06/24 15:54:10 | 28   | 28   | 0.013004334    | 0.011812709   |
| 386640:10204 | 10/06/24 20:23:38 | 1161 | 1161 | 0.566359415    | 0.524448358   |
| 386642:10204 | 10/07/24 03:59:03 | 716  | 716  | 0.293152439    | 0.276647540   |
| 386661:10206 | 10/07/24 11:24:15 | 438  | 438  | 0.208670222    | 0.187193518   |
| 386668:10207 | 10/07/24 16:23:23 | 347  | 347  | 0.162171828    | 0.148619155   |
| 386672:10208 | 10/07/24 21:18:35 | 130  | 130  | 0.055456786    | 0.049331306   |
| 386673:10208 | 10/07/24 22:10:35 | 992  | 992  | 0.491964394    | 0.458427991   |
| 386679:10209 | 10/08/24 07:20:42 | 357  | 357  | 0.168262375    | 0.153075284   |
| 386693:10210 | 10/08/24 12:02:10 | 125  | 125  | 0.052981930    | 0.049132650   |
| 386694:10210 | 10/08/24 13:09:16 | 1319 | 1319 | 0.639518050    | 0.595911930   |
| 386702:10211 | 10/08/24 23:56:26 | 218  | 218  | 0.098506672    | 0.091086584   |
| 386703:10211 | 10/09/24 01:23:07 | 488  | 488  | 0.241181839    | 0.222460636   |
| 386704:10211 | 10/09/24 05:35:06 | 994  | 994  | 0.435643953    | 0.410357096   |
| 386705:10211 | 10/09/24 12:42:44 | 138  | 138  | 0.041274448    | 0.039497538   |
| 386764:10214 | 10/10/24 06:50:06 | 149  | 149  | 0.041885755    | 0.039285132   |
| 386795:10215 | 10/10/24 14:28:43 | 88   | 88   | 0.034932292    | 0.032404597   |
| 386801:10216 | 10/10/24 18:07:18 | 80   | 80   | 0.030317408    | 0.027533574   |
| 386814:10216 | 10/10/24 20:18:57 | 250  | 250  | 0.123311960    | 0.115111500   |
| 386851:10218 | 10/12/24 00:34:13 | 401  | 401  | 0.189760530    | 0.168436413   |
| 386852:10218 | 10/12/24 03:12:23 | 487  | 487  | 0.240241930    | 0.223085613   |
| 386853:10218 | 10/12/24 06:53:56 | 42   | 42   | 0.020738615    | 0.019461606   |
| 386854:10218 | 10/12/24 07:12:26 | 539  | 539  | 0.250581631    | 0.235482868   |
| 386863:10219 | 10/12/24 13:24:38 | 480  | 480  | 0.228585440    | 0.207597580   |
| 386864:10219 | 10/12/24 16:34:00 | 1491 | 1491 | 0.663490209    | 0.619502309   |
| 386872:10222 | 10/13/24 09:29:30 | 171  | 171  | 0.075098689    | 0.070099864   |
| 386873:10222 | 10/13/24 10:39:03 | 332  | 332  | 0.164164030    | 0.152669409   |
| 386885:10223 | 10/13/24 19:45:43 | 1366 | 1366 | 0.658704048    | 0.609210684   |
| 386917:10225 | 10/14/24 19:44:49 | 555  | 555  | 0.265031423    | 0.244324634   |
| 386924:10226 | 10/15/24 03:42:42 | 1781 | 1781 | 0.828174808    | 0.765361267   |
| 386925:10226 | 10/15/24 15:21:33 | 172  | 172  | 0.059117160    | 0.056885742   |
| 386945:10230 | 10/15/24 23:13:33 | 814  | 814  | 0.392976614    | 0.362499451   |
| 386951:10232 | 10/16/24 06:45:06 | 661  | 661  | 0.317335441    | 0.295997091   |
+--------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------+------+--------+--------+-------------------+------------------+
| 252   | 475  | 287524 | 287502 | 117.014711642     | 109.947274014    |
+-------+------+--------+--------+-------------------+------------------+

Warning: problems found in merging -i and --normtag selections:
  in run 379774 [[28, 149], [151, 186]] is not a superset of [[29, 213]]
  in run 379866 [[25, 1372]] is not a superset of [[26, 1375]]
  in run 381113 [[59, 212], [219, 337]] is not a superset of [[60, 305]]
  in run 381309 [[31, 456]] is not a superset of [[32, 457]]
  in run 381417 [[34, 1822]] is not a superset of [[35, 1615], [1622, 1824]]
  in run 381443 [[31, 1550]] is not a superset of [[33, 1118], [1120, 1571]]
  in run 382568 [[29, 435]] is not a superset of [[30, 437]]
  in run 384579 [[31, 570]] is not a superset of [[33, 572]]
  in run 384614 [[33, 1289]] is not a superset of [[35, 1290]]
  in run 384981 [[28, 2132]] is not a superset of [[30, 1212], [1215, 2137]]
  in run 385012 [[47, 323]] is not a superset of [[49, 324]]
  in run 385618 [[30, 79], [81, 152], [157, 204]] is not a superset of [[32, 195]]
#Check JSON:
#(run,ls) in json but not in results: []
