#Data tag : 24v2 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 355998:8027 | 07/22/22 01:35:51 | 35   | 35   | 0.003075829    | 0.002649537   |
| 355999:8027 | 07/22/22 01:51:17 | 9    | 9    | 0.000774761    | 0.000646332   |
| 356004:8027 | 07/22/22 04:04:14 | 19   | 19   | 0.001415494    | 0.001358213   |
| 356005:8027 | 07/22/22 04:14:46 | 187  | 187  | 0.012631530    | 0.012166486   |
| 356043:8030 | 07/22/22 18:00:07 | 65   | 65   | 0.006828246    | 0.005587474   |
| 356071:8033 | 07/23/22 12:43:15 | 155  | 155  | 0.017433972    | 0.015297015   |
| 356074:8033 | 07/23/22 15:21:04 | 26   | 26   | 0.003176619    | 0.003004376   |
| 356075:8033 | 07/23/22 15:57:05 | 125  | 125  | 0.015143257    | 0.013918014   |
| 356076:8033 | 07/23/22 16:56:57 | 153  | 152  | 0.018780299    | 0.017147608   |
| 356077:8033 | 07/23/22 17:58:32 | 472  | 472  | 0.051936094    | 0.049782857   |
| 356135:8043 | 07/25/22 11:06:59 | 26   | 26   | 0.002884946    | 0.002624848   |
| 356309:8057 | 07/27/22 17:56:02 | 124  | 124  | 0.011790413    | 0.010947992   |
| 356316:8058 | 07/27/22 21:40:02 | 141  | 141  | 0.009481466    | 0.009289955   |
| 356322:8059 | 07/28/22 01:35:06 | 19   | 19   | 0.002279702    | 0.002064846   |
| 356323:8059 | 07/28/22 01:45:01 | 649  | 649  | 0.075836397    | 0.072084169   |
| 356371:8062 | 07/28/22 16:46:34 | 16   | 16   | 0.001844581    | 0.001552840   |
| 356375:8063 | 07/28/22 19:04:41 | 68   | 68   | 0.008817905    | 0.006539211   |
| 356378:8063 | 07/28/22 20:10:25 | 295  | 295  | 0.043237585    | 0.041584402   |
| 356381:8063 | 07/28/22 22:10:47 | 1193 | 1193 | 0.133362630    | 0.131360427   |
| 356383:8063 | 07/29/22 06:04:41 | 33   | 33   | 0.002908269    | 0.002867925   |
| 356385:8063 | 07/29/22 06:26:25 | 30   | 30   | 0.002650308    | 0.002467943   |
| 356386:8063 | 07/29/22 06:41:02 | 122  | 122  | 0.008822513    | 0.008702746   |
| 356426:8067 | 07/29/22 13:50:08 | 22   | 22   | 0.003115110    | 0.002569638   |
| 356428:8067 | 07/29/22 14:11:32 | 300  | 300  | 0.047755357    | 0.045819524   |
| 356433:8067 | 07/29/22 17:20:28 | 310  | 310  | 0.049664722    | 0.047815436   |
| 356434:8067 | 07/29/22 19:22:54 | 13   | 13   | 0.001950284    | 0.001716761   |
| 356435:8067 | 07/29/22 19:31:01 | 4    | 4    | 0.000596088    | 0.000438619   |
| 356446:8068 | 07/29/22 22:05:30 | 614  | 614  | 0.095885997    | 0.092805783   |
| 356523:8076 | 07/31/22 18:51:42 | 866  | 866  | 0.164037216    | 0.160945096   |
| 356531:8076 | 08/01/22 02:10:15 | 56   | 56   | 0.009119290    | 0.008972442   |
| 356563:8078 | 08/01/22 14:49:18 | 294  | 294  | 0.052941361    | 0.051876777   |
| 356568:8079 | 08/01/22 18:52:46 | 23   | 23   | 0.003715001    | 0.003199444   |
| 356569:8079 | 08/01/22 19:05:00 | 251  | 250  | 0.047074721    | 0.045312651   |
| 356570:8079 | 08/01/22 20:47:20 | 98   | 98   | 0.019518265    | 0.019096323   |
| 356576:8081 | 08/02/22 05:11:08 | 183  | 183  | 0.027173702    | 0.026012516   |
| 356578:8081 | 08/02/22 06:39:29 | 865  | 865  | 0.157385368    | 0.154532409   |
| 356580:8081 | 08/02/22 12:21:24 | 51   | 50   | 0.008036195    | 0.007737180   |
| 356582:8081 | 08/02/22 13:25:57 | 98   | 98   | 0.014402745    | 0.014267000   |
| 356614:8083 | 08/02/22 18:26:15 | 50   | 50   | 0.009273549    | 0.007887264   |
| 356615:8083 | 08/02/22 18:53:13 | 1297 | 1297 | 0.235607582    | 0.231009012   |
| 356619:8083 | 08/03/22 03:31:02 | 173  | 173  | 0.024261009    | 0.023994573   |
| 356810:8094 | 08/05/22 02:20:11 | 120  | 120  | 0.026112336    | 0.025467672   |
| 356811:8094 | 08/05/22 03:13:06 | 44   | 44   | 0.013371370    | 0.012876829   |
| 356812:8094 | 08/05/22 03:35:55 | 107  | 107  | 0.031002957    | 0.030017322   |
| 356813:8094 | 08/05/22 04:22:46 | 54   | 54   | 0.015021088    | 0.014540907   |
| 356814:8094 | 08/05/22 04:48:52 | 669  | 669  | 0.159161515    | 0.156110900   |
| 356815:8094 | 08/05/22 09:13:01 | 98   | 98   | 0.019544335    | 0.019132267   |
| 356824:8094 | 08/05/22 10:39:04 | 66   | 66   | 0.010418842    | 0.009480248   |
| 356908:8098 | 08/06/22 01:30:07 | 26   | 26   | 0.007645126    | 0.007133667   |
| 356919:8099 | 08/06/22 03:56:45 | 88   | 88   | 0.021980427    | 0.021177152   |
| 356937:8100 | 08/06/22 14:02:16 | 119  | 119  | 0.029646087    | 0.028320199   |
| 356946:8102 | 08/06/22 19:52:44 | 129  | 129  | 0.038655171    | 0.034494079   |
| 356947:8102 | 08/06/22 20:46:12 | 350  | 350  | 0.094802329    | 0.090602295   |
| 356948:8102 | 08/06/22 23:03:58 | 88   | 88   | 0.021559734    | 0.019945891   |
| 356949:8102 | 08/06/22 23:40:25 | 94   | 94   | 0.022015867    | 0.021383048   |
| 356951:8102 | 08/07/22 00:29:25 | 274  | 274  | 0.059984738    | 0.058733073   |
| 356954:8102 | 08/07/22 02:28:59 | 364  | 364  | 0.070229234    | 0.067964381   |
| 356955:8102 | 08/07/22 04:51:58 | 380  | 380  | 0.064559043    | 0.063311520   |
| 356956:8102 | 08/07/22 07:20:44 | 109  | 109  | 0.015088549    | 0.014964203   |
| 356968:8103 | 08/07/22 11:00:07 | 172  | 172  | 0.049077897    | 0.047170284   |
| 356969:8103 | 08/07/22 12:14:36 | 236  | 236  | 0.069709920    | 0.066250781   |
| 356970:8103 | 08/07/22 13:48:42 | 366  | 366  | 0.097392120    | 0.094907617   |
| 356998:8106 | 08/08/22 06:36:19 | 5    | 5    | 0.001659953    | 0.001565210   |
| 356999:8106 | 08/08/22 06:44:07 | 58   | 58   | 0.018708652    | 0.016770473   |
| 357000:8106 | 08/08/22 07:08:08 | 50   | 50   | 0.011995072    | 0.010918030   |
| 357001:8106 | 08/08/22 07:29:31 | 183  | 183  | 0.052590117    | 0.050873486   |
| 357079:8112 | 08/09/22 04:42:08 | 22   | 22   | 0.008449780    | 0.007410199   |
| 357080:8112 | 08/09/22 04:52:58 | 616  | 616  | 0.198352306    | 0.191456631   |
| 357081:8112 | 08/09/22 09:12:46 | 759  | 759  | 0.180206745    | 0.176532357   |
| 357101:8113 | 08/09/22 18:11:07 | 50   | 50   | 0.018001012    | 0.017151832   |
| 357102:8113 | 08/09/22 18:48:55 | 105  | 105  | 0.036305120    | 0.034697244   |
| 357104:8113 | 08/09/22 19:59:35 | 4    | 4    | 0.001309937    | 0.001251199   |
| 357106:8113 | 08/09/22 20:26:05 | 60   | 60   | 0.018804852    | 0.017022677   |
| 357112:8113 | 08/09/22 21:05:03 | 519  | 519  | 0.140533868    | 0.134186514   |
| 357268:8115 | 08/10/22 19:34:00 | 74   | 74   | 0.023294494    | 0.021037666   |
| 357271:8115 | 08/10/22 20:10:57 | 1569 | 1569 | 0.447671657    | 0.416895272   |
| 357328:8118 | 08/11/22 19:45:57 | 62   | 62   | 0.018695364    | 0.016387207   |
| 357329:8118 | 08/11/22 20:13:21 | 668  | 668  | 0.231907139    | 0.217127012   |
| 357330:8118 | 08/12/22 00:34:27 | 157  | 157  | 0.046312697    | 0.042451168   |
| 357331:8118 | 08/12/22 01:38:29 | 23   | 23   | 0.006488921    | 0.005561528   |
| 357332:8118 | 08/12/22 01:50:29 | 430  | 430  | 0.110321877    | 0.097900887   |
| 357333:8118 | 08/12/22 04:41:18 | 207  | 207  | 0.044838850    | 0.043020697   |
| 357401:8120 | 08/12/22 18:57:25 | 617  | 617  | 0.171966894    | 0.167341761   |
| 357406:8121 | 08/13/22 02:47:20 | 125  | 125  | 0.035216410    | 0.033323348   |
| 357438:8124 | 08/13/22 14:37:25 | 196  | 196  | 0.066695699    | 0.061744525   |
| 357440:8124 | 08/13/22 16:04:46 | 354  | 354  | 0.120639591    | 0.113610385   |
| 357441:8124 | 08/13/22 18:25:23 | 83   | 83   | 0.025409238    | 0.024716946   |
| 357442:8124 | 08/13/22 19:03:01 | 1373 | 1373 | 0.317889025    | 0.309566832   |
| 357447:8125 | 08/14/22 06:45:20 | 11   | 11   | 0.002762522    | 0.002405447   |
| 357472:8128 | 08/14/22 18:42:00 | 27   | 27   | 0.007465597    | 0.007182112   |
| 357478:8128 | 08/15/22 03:49:42 | 8    | 8    | 0.002264846    | 0.001606763   |
| 357479:8128 | 08/15/22 03:54:43 | 1046 | 1046 | 0.344955292    | 0.327925714   |
| 357482:8128 | 08/15/22 10:48:28 | 205  | 205  | 0.051282742    | 0.049827230   |
| 357538:8132 | 08/15/22 20:37:19 | 25   | 25   | 0.006593377    | 0.005419413   |
| 357542:8132 | 08/15/22 20:57:04 | 251  | 251  | 0.092027205    | 0.083355963   |
| 357550:8132 | 08/15/22 22:37:57 | 36   | 36   | 0.012845617    | 0.011725287   |
| 357610:8136 | 08/17/22 05:34:23 | 191  | 191  | 0.047949894    | 0.045113719   |
| 357611:8136 | 08/17/22 06:50:12 | 412  | 412  | 0.115566777    | 0.110069209   |
| 357612:8136 | 08/17/22 09:32:56 | 736  | 736  | 0.161774205    | 0.155255835   |
| 357613:8136 | 08/17/22 14:22:26 | 256  | 256  | 0.046660007    | 0.045516370   |
| 357688:8142 | 08/19/22 01:18:59 | 380  | 380  | 0.139184359    | 0.128937081   |
| 357696:8143 | 08/19/22 06:53:22 | 359  | 359  | 0.132038773    | 0.122713109   |
| 357697:8143 | 08/19/22 09:24:42 | 39   | 39   | 0.013919097    | 0.012615432   |
| 357698:8143 | 08/19/22 09:56:20 | 63   | 63   | 0.021529083    | 0.018517336   |
| 357699:8143 | 08/19/22 10:23:21 | 30   | 30   | 0.009931390    | 0.009171002   |
| 357700:8143 | 08/19/22 10:36:51 | 757  | 757  | 0.214038428    | 0.208161605   |
| 357701:8143 | 08/19/22 15:34:11 | 310  | 310  | 0.070298098    | 0.068960112   |
| 357705:8143 | 08/19/22 18:48:46 | 202  | 202  | 0.039914498    | 0.038450728   |
| 357706:8143 | 08/19/22 20:11:20 | 161  | 161  | 0.027413111    | 0.026815885   |
| 357720:8144 | 08/19/22 23:22:19 | 61   | 61   | 0.019033629    | 0.017747368   |
| 357732:8146 | 08/20/22 10:01:56 | 128  | 128  | 0.046757506    | 0.040799469   |
| 357734:8146 | 08/20/22 11:04:44 | 300  | 300  | 0.117044546    | 0.108465160   |
| 357735:8146 | 08/20/22 13:02:37 | 1123 | 1123 | 0.329174419    | 0.317745060   |
| 357754:8147 | 08/20/22 22:52:35 | 117  | 117  | 0.037817466    | 0.033259887   |
| 357756:8147 | 08/20/22 23:44:38 | 425  | 425  | 0.157734241    | 0.147894404   |
| 357757:8147 | 08/21/22 02:31:13 | 9    | 9    | 0.003019494    | 0.002110935   |
| 357758:8147 | 08/21/22 02:37:20 | 85   | 85   | 0.027797757    | 0.025170244   |
| 357759:8147 | 08/21/22 03:12:43 | 70   | 70   | 0.021983775    | 0.020434599   |
| 357766:8148 | 08/21/22 07:27:46 | 115  | 115  | 0.041358883    | 0.036685634   |
| 357777:8148 | 08/21/22 14:05:36 | 85   | 85   | 0.023829366    | 0.023178791   |
| 357778:8148 | 08/21/22 14:43:18 | 359  | 358  | 0.091333590    | 0.086924521   |
| 357779:8148 | 08/21/22 17:05:47 | 74   | 74   | 0.017302299    | 0.016779504   |
| 357781:8148 | 08/21/22 17:44:36 | 10   | 10   | 0.002241842    | 0.002078630   |
| 357802:8149 | 08/21/22 20:59:37 | 164  | 164  | 0.057467776    | 0.052879659   |
| 357803:8149 | 08/21/22 22:05:02 | 153  | 153  | 0.055703877    | 0.052558136   |
| 357804:8149 | 08/21/22 23:06:52 | 23   | 23   | 0.008399467    | 0.007676499   |
| 357805:8149 | 08/21/22 23:17:38 | 88   | 88   | 0.031252656    | 0.029522769   |
| 357806:8149 | 08/21/22 23:53:44 | 56   | 56   | 0.016791996    | 0.015570060   |
| 357807:8149 | 08/22/22 00:20:46 | 244  | 244  | 0.081491187    | 0.077760803   |
| 357808:8149 | 08/22/22 01:57:54 | 17   | 17   | 0.005287529    | 0.004306084   |
| 357809:8149 | 08/22/22 02:06:38 | 41   | 41   | 0.012705892    | 0.012018093   |
| 357812:8149 | 08/22/22 02:23:37 | 50   | 50   | 0.015217815    | 0.014521098   |
| 357813:8149 | 08/22/22 02:44:13 | 293  | 293  | 0.083181674    | 0.079167041   |
| 357814:8149 | 08/22/22 04:39:13 | 212  | 212  | 0.054551168    | 0.050887257   |
| 357815:8149 | 08/22/22 06:04:22 | 944  | 944  | 0.199162842    | 0.193992442   |
| 357898:8151 | 08/23/22 02:26:33 | 313  | 313  | 0.112365966    | 0.105071805   |
| 357899:8151 | 08/23/22 04:29:12 | 637  | 637  | 0.195384860    | 0.186117035   |
| 357900:8151 | 08/23/22 08:38:20 | 516  | 516  | 0.123511442    | 0.117924054   |
| 359569:8210 | 09/29/22 14:40:17 | 83   | 83   | 0.001334994    | 0.001313404   |
| 359571:8210 | 09/29/22 15:29:19 | 153  | 153  | 0.002405806    | 0.002348456   |
| 359575:8210 | 09/29/22 16:41:25 | 83   | 83   | 0.001285422    | 0.001265174   |
| 359595:8211 | 09/30/22 00:53:50 | 273  | 273  | 0.006373335    | 0.006247711   |
| 359597:8211 | 09/30/22 02:45:13 | 94   | 94   | 0.002159208    | 0.002132121   |
| 359602:8212 | 09/30/22 05:24:24 | 74   | 74   | 0.005897419    | 0.005432578   |
| 359609:8212 | 09/30/22 08:00:32 | 25   | 25   | 0.002045945    | 0.001672407   |
| 359612:8212 | 09/30/22 08:31:57 | 12   | 12   | 0.000947835    | 0.000759440   |
| 359661:8214 | 09/30/22 14:54:53 | 81   | 81   | 0.009547367    | 0.009069425   |
| 359685:8216 | 09/30/22 22:05:59 | 132  | 132  | 0.021002926    | 0.020796878   |
| 359686:8216 | 09/30/22 23:11:45 | 934  | 934  | 0.114490793    | 0.113620681   |
| 359691:8220 | 10/01/22 10:46:50 | 121  | 121  | 0.038273860    | 0.036556873   |
| 359693:8220 | 10/01/22 12:12:09 | 604  | 604  | 0.168139336    | 0.162173072   |
| 359694:8220 | 10/01/22 16:13:37 | 1080 | 1080 | 0.220390093    | 0.215346917   |
| 359699:8221 | 10/02/22 02:39:50 | 1856 | 1856 | 0.421583250    | 0.408576166   |
| 359718:8222 | 10/02/22 20:52:32 | 366  | 366  | 0.125625023    | 0.120624957   |
| 359750:8223 | 10/03/22 11:38:36 | 135  | 135  | 0.049693605    | 0.047973844   |
| 359751:8223 | 10/03/22 13:00:20 | 993  | 993  | 0.317204217    | 0.303855748   |
| 359762:8225 | 10/03/22 23:15:14 | 223  | 223  | 0.083234417    | 0.079604111   |
| 359763:8225 | 10/04/22 00:48:18 | 458  | 458  | 0.156282389    | 0.150338603   |
| 359764:8225 | 10/04/22 04:05:26 | 1084 | 1084 | 0.263611535    | 0.254408218   |
| 359776:8226 | 10/04/22 13:35:49 | 329  | 329  | 0.000211092    | 0.000210229   |
| 359806:8228 | 10/04/22 22:42:28 | 369  | 369  | 0.149807461    | 0.143007536   |
| 359808:8228 | 10/05/22 01:14:08 | 46   | 46   | 0.017719073    | 0.016455101   |
| 359809:8228 | 10/05/22 01:32:58 | 43   | 43   | 0.016190235    | 0.015207283   |
| 359810:8228 | 10/05/22 01:51:08 | 183  | 183  | 0.065291613    | 0.061839285   |
| 359812:8228 | 10/05/22 03:09:00 | 227  | 227  | 0.073786929    | 0.070240582   |
| 359814:8228 | 10/05/22 04:49:10 | 366  | 366  | 0.104234975    | 0.100484772   |
| 359870:8230 | 10/05/22 19:06:37 | 6    | 6    | 0.002414264    | 0.002218061   |
| 359871:8230 | 10/05/22 19:13:55 | 228  | 228  | 0.103901065    | 0.097958073   |
| 359887:8232 | 10/06/22 05:08:20 | 473  | 473  | 0.000313670    | 0.000312442   |
| 359899:8233 | 10/06/22 10:25:21 | 287  | 287  | 0.008334341    | 0.007732093   |
| 359903:8233 | 10/06/22 12:28:03 | 12   | 12   | 0.000315918    | 0.000301668   |
| 359998:8236 | 10/07/22 16:18:08 | 1892 | 1892 | 0.597604966    | 0.575817678   |
| 360017:8238 | 10/08/22 11:21:48 | 40   | 40   | 0.012133141    | 0.011509433   |
| 360019:8238 | 10/08/22 11:53:37 | 1488 | 1488 | 0.482185037    | 0.465555919   |
| 360075:8245 | 10/09/22 20:41:33 | 758  | 758  | 0.308716210    | 0.295413693   |
| 360090:8245 | 10/10/22 04:20:43 | 794  | 794  | 0.205692883    | 0.199082406   |
| 360116:8247 | 10/10/22 14:09:38 | 356  | 356  | 0.144223275    | 0.137741416   |
| 360125:8247 | 10/10/22 17:43:37 | 188  | 188  | 0.071486492    | 0.067838041   |
| 360126:8247 | 10/10/22 19:01:15 | 369  | 369  | 0.124740649    | 0.119319573   |
| 360127:8247 | 10/10/22 21:26:55 | 201  | 201  | 0.059941610    | 0.057739014   |
| 360128:8247 | 10/10/22 22:46:22 | 163  | 163  | 0.045383640    | 0.043967728   |
| 360130:8247 | 10/11/22 00:51:09 | 5    | 5    | 0.001279160    | 0.000861481   |
| 360131:8247 | 10/11/22 00:56:13 | 378  | 378  | 0.089937746    | 0.087370717   |
| 360141:8248 | 10/11/22 05:31:36 | 751  | 751  | 0.303972432    | 0.289861706   |
| 360224:8253 | 10/12/22 01:08:53 | 217  | 217  | 0.083711960    | 0.077493951   |
| 360225:8253 | 10/12/22 02:42:17 | 355  | 355  | 0.147689432    | 0.137616835   |
| 360295:8260 | 10/13/22 02:45:03 | 1439 | 1439 | 0.540039634    | 0.516225455   |
| 360296:8260 | 10/13/22 12:07:36 | 519  | 519  | 0.136027219    | 0.131649125   |
| 360327:8263 | 10/14/22 00:26:23 | 352  | 352  | 0.138034398    | 0.131807126   |
| 360390:8267 | 10/14/22 20:29:39 | 71   | 71   | 0.027213613    | 0.026124683   |
| 360391:8267 | 10/14/22 21:01:37 | 4    | 4    | 0.001716142    | 0.001518744   |
| 360392:8267 | 10/14/22 21:10:16 | 61   | 61   | 0.025356813    | 0.023957242   |
| 360393:8267 | 10/14/22 21:36:29 | 124  | 124  | 0.052177632    | 0.048985637   |
| 360400:8269 | 10/15/22 02:47:39 | 80   | 80   | 0.024828348    | 0.023714826   |
| 360413:8272 | 10/15/22 09:30:38 | 90   | 90   | 0.037295905    | 0.035547348   |
| 360428:8273 | 10/15/22 13:03:02 | 74   | 74   | 0.029381282    | 0.027455929   |
| 360432:8273 | 10/15/22 13:53:32 | 28   | 28   | 0.011865409    | 0.011139027   |
| 360435:8273 | 10/15/22 14:15:34 | 48   | 48   | 0.019968838    | 0.018669000   |
| 360437:8273 | 10/15/22 14:45:40 | 40   | 40   | 0.016873563    | 0.016219057   |
| 360438:8273 | 10/15/22 15:05:14 | 6    | 6    | 0.002509526    | 0.002350541   |
| 360458:8274 | 10/15/22 20:24:36 | 184  | 184  | 0.068130152    | 0.064280677   |
| 360459:8274 | 10/15/22 21:47:03 | 1332 | 1332 | 0.474696725    | 0.455182588   |
| 360460:8274 | 10/16/22 06:28:58 | 1077 | 1077 | 0.239835274    | 0.232248838   |
| 360486:8276 | 10/16/22 17:01:39 | 278  | 278  | 0.114044111    | 0.107828935   |
| 360490:8276 | 10/16/22 19:58:50 | 1177 | 1177 | 0.381801625    | 0.364986922   |
| 360491:8276 | 10/17/22 03:43:58 | 176  | 176  | 0.041058394    | 0.039674830   |
| 360737:8289 | 10/19/22 10:35:46 | 18   | 18   | 0.000864103    | 0.000848257   |
| 360761:8293 | 10/19/22 15:02:58 | 157  | 157  | 0.009215753    | 0.009040481   |
| 360794:8295 | 10/19/22 23:57:32 | 677  | 677  | 0.278749914    | 0.265807247   |
| 360795:8295 | 10/20/22 04:25:12 | 395  | 395  | 0.148347163    | 0.142314079   |
| 360797:8295 | 10/20/22 10:44:41 | 5    | 5    | 0.001364346    | 0.001331782   |
| 360820:8297 | 10/20/22 13:48:59 | 885  | 885  | 0.363540031    | 0.345197319   |
| 360825:8297 | 10/20/22 20:18:00 | 358  | 358  | 0.118869492    | 0.113198388   |
| 360826:8297 | 10/20/22 22:40:05 | 118  | 118  | 0.035489776    | 0.033545051   |
| 360856:8299 | 10/21/22 11:12:55 | 56   | 56   | 0.003141094    | 0.003046684   |
| 360874:8301 | 10/21/22 16:54:00 | 52   | 52   | 0.003118038    | 0.003015739   |
| 360876:8301 | 10/21/22 17:32:24 | 341  | 341  | 0.021504260    | 0.020961668   |
| 360887:8302 | 10/21/22 22:37:33 | 123  | 123  | 0.046018636    | 0.042669329   |
| 360888:8302 | 10/21/22 23:28:39 | 289  | 289  | 0.127508243    | 0.121034559   |
| 360889:8302 | 10/22/22 01:26:51 | 36   | 36   | 0.015806569    | 0.008549121   |
| 360890:8302 | 10/22/22 01:43:25 | 504  | 504  | 0.196489579    | 0.188094872   |
| 360892:8302 | 10/22/22 05:12:51 | 296  | 296  | 0.095857833    | 0.092324484   |
| 360895:8302 | 10/22/22 07:34:19 | 700  | 700  | 0.180557544    | 0.175331545   |
| 360919:8304 | 10/22/22 16:02:11 | 798  | 798  | 0.337998630    | 0.320455648   |
| 360920:8304 | 10/22/22 21:13:18 | 4    | 4    | 0.001597803    | 0.001361331   |
| 360921:8304 | 10/22/22 21:17:35 | 218  | 218  | 0.082272681    | 0.078626577   |
| 360927:8305 | 10/23/22 01:07:11 | 1892 | 1892 | 0.685332796    | 0.653570576   |
| 360941:8306 | 10/23/22 15:40:28 | 72   | 72   | 0.026202597    | 0.024774096   |
| 360942:8306 | 10/23/22 16:14:08 | 344  | 344  | 0.148741878    | 0.140452648   |
| 360945:8306 | 10/23/22 18:45:57 | 91   | 91   | 0.039214998    | 0.037027297   |
| 360946:8306 | 10/23/22 19:27:46 | 364  | 364  | 0.147489584    | 0.140509218   |
| 360948:8306 | 10/23/22 22:02:16 | 119  | 119  | 0.042838873    | 0.041029674   |
| 360950:8306 | 10/23/22 22:53:44 | 716  | 716  | 0.217123984    | 0.208551053   |
| 360951:8306 | 10/24/22 03:37:03 | 190  | 190  | 0.045961028    | 0.044294341   |
| 360991:8307 | 10/24/22 10:26:00 | 230  | 230  | 0.027536143    | 0.026559006   |
| 360992:8307 | 10/24/22 11:58:16 | 99   | 99   | 0.010985449    | 0.010715993   |
| 361020:8309 | 10/24/22 17:05:24 | 399  | 399  | 0.026874136    | 0.025566229   |
| 361044:8311 | 10/25/22 00:03:59 | 125  | 125  | 0.048625967    | 0.045717848   |
| 361045:8311 | 10/25/22 00:55:10 | 945  | 945  | 0.393792986    | 0.374202713   |
| 361050:8311 | 10/25/22 07:24:54 | 10   | 10   | 0.003490903    | 0.003135028   |
| 361052:8311 | 10/25/22 07:34:36 | 65   | 65   | 0.021734933    | 0.020606209   |
| 361054:8311 | 10/25/22 08:06:43 | 461  | 461  | 0.136341685    | 0.130587943   |
| 361083:8312 | 10/25/22 14:24:52 | 54   | 54   | 0.007544232    | 0.007088490   |
| 361091:8313 | 10/25/22 16:40:42 | 381  | 381  | 0.050899230    | 0.049382579   |
| 361105:8314 | 10/25/22 23:35:51 | 408  | 408  | 0.147798787    | 0.140271038   |
| 361106:8314 | 10/26/22 02:21:10 | 31   | 31   | 0.011296438    | 0.010513599   |
| 361107:8314 | 10/26/22 02:35:30 | 156  | 156  | 0.057795901    | 0.054759989   |
| 361108:8314 | 10/26/22 03:38:10 | 7    | 7    | 0.002652651    | 0.002061992   |
| 361110:8314 | 10/26/22 03:43:42 | 197  | 197  | 0.068884368    | 0.064906896   |
| 361188:8315 | 10/26/22 18:31:47 | 141  | 141  | 0.060622643    | 0.054129124   |
| 361193:8315 | 10/26/22 19:27:43 | 29   | 29   | 0.012391055    | 0.010965603   |
| 361195:8315 | 10/26/22 19:41:33 | 20   | 20   | 0.008696332    | 0.007869450   |
| 361197:8315 | 10/26/22 19:58:35 | 2147 | 2147 | 0.733479009    | 0.677599670   |
| 361223:8316 | 10/27/22 13:21:52 | 695  | 695  | 0.294711132    | 0.270603821   |
